Name,category,PA,BB%,K%,ISO,GB%,wRC+
Daniel Palka,2,1906,0.0981441088272537,0.3097040944681893,0.2505821545165602,0.4075630153321734,133.6678431104259
Daniel Robertson,3,3642,0.104205021095109,0.1623867498294874,0.1193991632612024,0.4958908923967239,118.54805060887064
Daniel Vogelbach,2,2762,0.153288524852875,0.1789317991236342,0.1837072356029536,0.4441155149866042,136.71481570457917
Danny Espinosa,1,1120,0.0890415573072087,0.2142148795797101,0.1901095488397515,0.5118694866264258,120.5360757139912
Danny Santana,3,2503,0.0485292732001556,0.1828586390517692,0.1241556220320298,0.5023453788839694,107.50532882202609
Danny Valencia,2,1593,0.0668787538731931,0.1719083256712733,0.1790006582254343,0.4853475741786222,120.35661556787971
Dansby Swanson,1,377,0.0680813437333333,0.1381078687999999,0.1035035034,0.2996108947333334,85.70772398243321
Daric Barton,3,917,0.1073064335633587,0.0977099231607415,0.1305547703432933,0.2769669936907307,95.89520452137457
Darin Ruf,2,1257,0.0620525054192521,0.1203924686130999,0.1217000821654733,0.2796364475932112,95.37164805058896
Darwin Barney,1,1679,0.0607875797487675,0.1154634609833339,0.0819966198403777,0.4689687887904472,89.67025410606492
Daulton Varsho,1,1006,0.071954681324568,0.1241537393107397,0.1660623285482848,0.3170223392449496,119.48659338059876
David Bote,1,1996,0.0749798526550187,0.148736228044677,0.1185689660015546,0.4064810346443156,98.07235522255972
David Dahl,2,1487,0.0564947969750508,0.1702233899263276,0.1552106819526249,0.3404280953694246,103.3137652799684
David Fletcher,1,1434,0.0594539666603139,0.0985344406603001,0.1162276655258306,0.4704443600131068,104.58521723413313
David Freese,2,592,0.0777027026666666,0.111486486,0.1245858186666666,0.3341815093333333,88.42317740962633
David Lough,1,1578,0.0648984362566204,0.1303775913217519,0.1681415275298022,0.4667209099517596,115.56918260772272
Dayan Viciedo,1,1408,0.0534356577616756,0.167445819549704,0.1637283168963073,0.4651070492077556,107.6297504914025
Dee Strange-Gordon,1,1802,0.0627501067345178,0.1362011112342884,0.0812561199035992,0.5966687721254361,98.07638422109508
Delino DeShields,1,2468,0.1240181475193875,0.2196330627450037,0.1158357744147886,0.4780088924801955,106.61239609721945
Denard Span,2,732,0.0721311469377049,0.1377049174644809,0.0812401693639344,0.4930877444502732,83.18901700351412
Derek Dietrich,2,1553,0.0609858005656237,0.1811079230212792,0.1613280925763504,0.2983857248366968,108.61763251076545
Derek Norris,1,2061,0.1517122511193432,0.2180382813220978,0.2134551257304844,0.3070757377835697,126.80561744151774
Desmond Jennings,2,1984,0.1104047427785835,0.1457612883744318,0.1541366936815805,0.4586406441295387,130.98473022875777
Devin Mesoraco,2,1738,0.0951310985756409,0.1746226091256431,0.2071751512887634,0.3438980840776171,132.35901568913914
Devon Travis,1,1124,0.0688980088642774,0.0997406215475885,0.1303993771515398,0.3662365050399948,112.3387909099502
Dexter Fowler,2,928,0.1347008897484037,0.1966050431871901,0.1807713141426135,0.5097278280387469,147.06168529986348
Didi Gregorius,1,2066,0.0719168669319042,0.1270533668099741,0.1255113654731016,0.4258648869289516,100.80975292108972
Domingo Santana,2,2786,0.1162505735077325,0.2942458336277352,0.212530694451822,0.4738515108647965,135.92302618898674
Domonic Brown,1,2077,0.1028406171638765,0.1814668723623982,0.1736936374699831,0.4774551237947506,131.97709419395656
Donovan Solano,1,2375,0.0562692561170446,0.1348143306252713,0.0706131181368394,0.5044166091439729,69.65603897185431
Drew Stubbs,1,1511,0.1128290278236089,0.2219044601662162,0.1075003350698211,0.4409342701327867,112.45696057016434
Dustin Ackley,1,918,0.1309714799982509,0.1197506588768748,0.1476100053952627,0.4486725773315725,109.70400339542007
Dwight Smith Jr.,1,2673,0.0975966717205269,0.151835209358899,0.1308496549982676,0.5180324189649006,111.19065625311214
Dylan Carlson,2,1576,0.0869484367499134,0.1708581027385132,0.147828369695586,0.3310326135133752,100.5433331629956
Dylan Moore,1,1165,0.084497139145369,0.1620922100936189,0.0930045758093208,0.3222547611471068,75.13011521529418
Eddie Rosario,2,2089,0.059089059441045,0.1761443887956079,0.1809811482034967,0.4089469846922881,119.7139911074486
Eduardo Escobar,1,2561,0.0559792929280098,0.1853572232704205,0.1012519174857093,0.4649134019711917,87.36689832351495
Eduardo Nunez,1,1930,0.055024355682103,0.1192452342459047,0.0957855721259867,0.4880267274646644,99.04827543284486
Ehire Adrianza,1,2668,0.1054124863990905,0.1658309553800962,0.103425745382033,0.4529527055892963,95.98724125160996
Elias Diaz,1,2085,0.0820002726433275,0.1445654905148389,0.1110298960124519,0.4522942851958428,104.79027608198292
Elliot Johnson,1,951,0.0639327019777076,0.204416403184858,0.117501656367613,0.3778281261838065,67.94916066532559
Eloy Jimenez,3,1630,0.0683179110917257,0.1638011072163664,0.2240659901091856,0.4180167384612941,159.29714112823658
Elvis Andrus,1,1098,0.0636295709149963,0.141534281951849,0.0620089212626917,0.450118032506507,72.98306169474543
Emilio Bonifacio,1,998,0.0612166898367528,0.1559145484276897,0.0713632723272727,0.4993895745322213,83.3135599558358
Emmanuel Rivera,1,1836,0.0505546795586713,0.1257829680087903,0.0887276664231666,0.404890885995396,77.50747876743665
Ender Inciarte,1,2464,0.0740531851635636,0.1280901519674563,0.0953073104789674,0.5177223249302267,103.5220688585802
Enrique Hernandez,1,1922,0.0663331170146549,0.1158861666949974,0.1438740712501475,0.4530414814235846,107.2037940556576
Eric Haase,2,1854,0.0747586977204324,0.234881631229631,0.2006516909409338,0.282923176346137,101.04768768049276
Eric Hosmer,2,1138,0.119328466771346,0.1422554580203287,0.1933231487434417,0.5130039677747595,159.22046909457475
Eric Sogard,1,1894,0.1210375116389703,0.1037390216220194,0.1136029696328702,0.4246721729223615,113.8510512571912
Eric Thames,2,1034,0.0916570092149034,0.1906256123348013,0.2374949122637625,0.3888307014030637,146.74025487426167
Eric Young Jr.,1,1643,0.1047790447209998,0.1537296096127466,0.1235247611273628,0.5643923585455223,116.589914576515
Eugenio Suarez,2,2360,0.098072280308162,0.1844530296479272,0.1523021694351631,0.4023630190355822,119.75286715447432
Evan Gattis,2,619,0.0333871833764135,0.1044695742164782,0.1387486650231556,0.2859165747775983,95.07659951429274
Evan Longoria,2,575,0.1284607669962441,0.1863749818938967,0.2060334041117371,0.3694629901887324,141.6572019813017
